"Stem","Orders_Sum","WordsOfStem_Visits","StemC"
"1","0","fish fish food(1)","fish fish food"
"1","0","fish fishfish tank(1)","fish fishfish tank"
"1","0","fish flake(1)","fish flake"
"1","0","fish flake fish(1)","fish flake fish"
"1","1","fish flake flake(1)","fish flake flake"
"1","0","fish flavour dog food(1)","fish flavour dog food"
"1","0","fish food 50g(1)","fish food 50g"
"1","0","fish food daphnia(1)","fish food daphnia"
"1","1","fish food dispens(1)","fish food dispens"
"1","0","fish food for dog(1)","fish food for dog"
"1","0","fish food for gold fish(1)","fish food for gold fish"
"1","1","fish food for goldfish(1)","fish food for goldfish"
"1","0","fish food for holiday(1)","fish food for holiday"
"1","1","fish food for pond fish(1)","fish food for pond fish"
"1","0","fish food granul(1)","fish food granul"
"1","0","fish food week(1)","fish food week"
"1","0","fish food(1)","fish food"
"1","0","fish for(1)","fish for"
"1","0","fish for dog(1)","fish for dog"
"1","0","fish for fish tank(1)","fish for fish tank"
"1","0","fish for food(1)","fish for food"
"1","0","fish for topic tank(1)","fish for topic tank"
"1","0","fish frozen food(1)","fish frozen food"
"1","0","fish grass(1)","fish grass"
"1","0","fish gravel 2kg(1)","fish gravel 2kg"
"1","0","fish gravel cleaner(1)","fish gravel cleaner"
"1","0","fish gravel neon(1)","fish gravel neon"
"1","0","fish gravl(1)","fish gravl"
"1","0","fish gravi(1)","fish gravi"
"1","0","fish hair(1)","fish hair"
"1","0","fish hatcheri 7106501(1)","fish hatcheri 7106501"
"1","0","fish hatcheri(1)","fish hatcheri"
"1","0","fish holiday(1)","fish holiday"
"1","0","fish holiday block(1)","fish holiday block"
"1","0","fish hous(1)","fish hous"
"1","0","fish in sauc(1)","fish in sauc"
"1","0","fish infect(1)","fish infect"
"1","0","fish keep(1)","fish keep"
"1","0","fish kit(1)","fish kit"
"1","0","fish kit(1)","fish kit"
"1","0","fish led light(1)","fish led light"
"1","0","fish light control(1)","fish light control"
"1","0","fish light light(1)","fish light light"
"1","0","fish light tropic(1)","fish light tropic"
"1","0","fish love(1)","fish love"
"1","0","fish meal(1)","fish meal"
"1","0","fish medic(1)","fish medic"
"1","0","fish medic fish(1)","fish medic fish"
"1","0","fish micro pellet food(1)","fish micro pellet food"
"1","0","fish neon castl(1)","fish neon castl"
"1","0","fish net(1)","fish net"
"1","0","fish oil for(1)","fish oil for"
"1","0","fish oil(1)","fish oil"
"1","0","fish oil for dog(1)","fish oil for dog"
"1","0","fish onger(1)","fish onger"
"1","0","fish ornament fish(1)","fish ornament fish"
"1","0","fish ornament plant(1)","fish ornament plant"
"1","0","fish ornament christma(1)","fish ornament christma"
"1","0","fish pebbl(1)","fish pebbl"
"1","0","fish pellet sink(1)","fish pellet sink"
"1","0","fish pet(1)","fish pet"
"1","0","fish pet home(1)","fish pet home"
"1","0","fish pizzl rawhid(1)","fish pizzl rawhid"
"1","0","fish plant food(1)","fish plant food"
"1","1","fish plant(1)","fish plant"
"1","0","fish pod media pack(1)","fish pod media pack"
"1","0","fish pond(1)","fish pond"
"1","0","fish pump and filter(1)","fish pump and filter"
"1","0","fish pump tank(1)","fish pump tank"
"1","0","fish pump for the tank(1)","fish pump for the tank"
"1","0","fish r fun filter(1)","fish r fun filter"
"1","0","fish r fun tank(1)","fish r fun tank"
"1","1","fish raw food(1)","fish raw food"
"1","0","fish rock ornament(1)","fish rock ornament"
"1","0","fish select(1)","fish select"
"1","0","fish skin for dog(1)","fish skin for dog"
"1","1","fish skin treat for dog(1)","fish skin treat for dog"
"1","0","fish skin treat(1)","fish skin treat"
"1","0","fish small tank(1)","fish small tank"
"1","0","fish start(1)","fish start"
"1","0","fish starter(1)","fish starter"
"1","1","fish starter light kit(1)","fish starter light kit"
"1","0","fish statu(1)","fish statu"
"1","0","fish substrat(1)","fish substrat"
"1","2","fish sued lap mat(1)","fish sued lap mat"
"1","0","fish tag(1)","fish tag"
"1","0","fish tank  air pump(1)","fish tank  air pump"
"1","0","fish tank  gravel(1)","fish tank  gravel"
"1","0","fish tank  pipe(1)","fish tank  pipe"
"1","0","fish tank heater(1)","fish tank heater"
"1","0","fish tank 20 litr(1)","fish tank 20 litr"
"1","0","fish tank 200(1)","fish tank 200"
"1","0","fish tank 30(1)","fish tank 30"
"1","0","fish tank 30l(1)","fish tank 30l"
"1","0","fish tank 40 litr(1)","fish tank 40 litr"
"1","0","fish tank 40 litr(1)","fish tank 40 litr"
"1","0","fish tank 60litr(1)","fish tank 60litr"
"1","0","fish tank 64 l(1)","fish tank 64 l"
"1","1","fish tank aerat kit(1)","fish tank aerat kit"
"1","0","fish tank air pump(1)","fish tank air pump"
"1","0","fish tank air stone(1)","fish tank air stone"
"1","0","fish tank airlin(1)","fish tank airlin"
"1","0","fish tank and filter kit(1)","fish tank and filter kit"
"1","0","fish tank biorb(1)","fish tank biorb"
"1","0","fish tank black(1)","fish tank black"
"1","0","fish tank bowl(1)","fish tank bowl"
"1","0","fish tank bridg(1)","fish tank bridg"
"1","1","fish tank carbon filter(1)","fish tank carbon filter"
"1","1","fish tank cartridg filter(1)","fish tank cartridg filter"
"1","0","fish tank castl(1)","fish tank castl"
"1","0","fish tank cleaner(1)","fish tank cleaner"
"1","1","fish tank clean brush(1)","fish tank clean brush"
"1","0","fish tank clean set(1)","fish tank clean set"
"1","0","fish tank decor for biorb(1)","fish tank decor for biorb"
"1","0","fish tank decor treasur chest(1)","fish tank decor treasur chest"
"1","0","fish tank decor white(1)","fish tank decor white"
"1","0","fish tank f(1)","fish tank f"
"1","0","fish tank fertilis(1)","fish tank fertilis"
"1","0","fish tank filter biorb(1)","fish tank filter biorb"
"1","0","fish tank filter pad(1)","fish tank filter pad"
"1","0","fish tank filter spong(1)","fish tank filter spong"
"1","0","fish tank filter(1)","fish tank filter"
"1","0","fish tank flower(1)","fish tank flower"
"1","0","fish tank flower(1)","fish tank flower"
"1","0","fish tank fluval(1)","fish tank fluval"
"1","0","fish tank foam filter(1)","fish tank foam filter"
"1","0","fish tank glass clean(1)","fish tank glass clean"
"1","0","fish tank gravel pet at home(1)","fish tank gravel pet at home"
"1","0","fish tank gravel(1)","fish tank gravel"
"1","0","fish tank gravl(1)","fish tank gravl"
"1","0","fish tank heat(1)","fish tank heat"
"1","0","fish tank heat(1)","fish tank heat"
"1","0","fish tank home(1)","fish tank home"
"1","0","fish tank hut(1)","fish tank hut"
"1","0","fish tank kid(1)","fish tank kid"
"1","0","fish tank l(1)","fish tank l"
"1","0","fish tank light 18w(1)","fish tank light 18w"
"1","0","fish tank light led(1)","fish tank light led"
"1","0","fish tank light starter(1)","fish tank light starter"
"1","1","fish tank light 18w(1)","fish tank light 18w"
"1","0","fish tank light t(1)","fish tank light t"
"1","0","fish tank magnet(1)","fish tank magnet"
"1","0","fish tank marbl(1)","fish tank marbl"
"1","0","fish tank net(1)","fish tank net"
"1","0","fish tank oak(1)","fish tank oak"
"1","0","fish tank or(1)","fish tank or"
"1","0","fish tank ornament castl(1)","fish tank ornament castl"
"1","1","fish tank ornament gravel(1)","fish tank ornament gravel"
"1","0","fish tank ornament ship(1)","fish tank ornament ship"
"1","0","fish tank pirat ship(1)","fish tank pirat ship"
"1","0","fish tank plant(1)","fish tank plant"
"1","0","fish tank pot(1)","fish tank pot"
"1","0","fish tank pro 94(1)","fish tank pro 94"
"1","0","fish tank pump and filter(1)","fish tank pump and filter"
"1","0","fish tank pump filter(1)","fish tank pump filter"
"1","0","fish tank ruin(1)","fish tank ruin"
"1","0","fish tank scraper(1)","fish tank scraper"
"1","0","fish tank silicon(1)","fish tank silicon"
"1","0","fish tank smallworld(1)","fish tank smallworld"
"1","1","fish tank spong(1)","fish tank spong"
"1","0","fish tank spong(1)","fish tank spong"
"1","1","fish tank stone(1)","fish tank stone"
"1","0","fish tank substrat(1)","fish tank substrat"
"1","0","fish tank syphon(1)","fish tank syphon"
"1","0","fish tank tester(1)","fish tank tester"
"1","0","fish tank test(1)","fish tank test"
"1","0","fish tank test(1)","fish tank test"
"1","0","fish tank thermomet(1)","fish tank thermomet"
"1","0","fish tank treasur chest(1)","fish tank treasur chest"
"1","0","fish tank treatment(1)","fish tank treatment"
"1","0","fish tank tube(1)","fish tank tube"
"1","1","fish tank underwat filter(1)","fish tank underwat filter"
"1","0","fish tank water(1)","fish tank water"
"1","0","fish tank water filter(1)","fish tank water filter"
"1","0","fish tank water filter(1)","fish tank water filter"
"1","0","fish tank white gravel(1)","fish tank white gravel"
"1","0","fish tank(1)","fish tank"
"1","0","fish tank(1)","fish tank"
"1","0","fish tank 30l(1)","fish tank 30l"
"1","0","fish tank 64l(1)","fish tank 64l"
"1","0","fish tank accessori(1)","fish tank accessori"
"1","0","fish tank and accessori(1)","fish tank and accessori"
"1","0","fish tank for gold fish(1)","fish tank for gold fish"
"1","0","fish tank for kid(1)","fish tank for kid"
"1","0","fish tank gravel(1)","fish tank gravel"
"1","0","fish tank kid(1)","fish tank kid"
"1","0","fish tank light(1)","fish tank light"
"1","0","fish tank long(1)","fish tank long"
"1","1","fish tank plant(1)","fish tank plant"
"1","0","fish tank round(1)","fish tank round"
"1","0","fish tank starter(1)","fish tank starter"
"1","0","fish tank with pump(1)","fish tank with pump"
"1","0","fish tank(1)","fish tank"
"1","0","fish tester(1)","fish tester"
"1","0","fish test kit(1)","fish test kit"
"1","0","fish that clean the tank(1)","fish that clean the tank"
"1","0","fish that you have(1)","fish that you have"
"1","0","fish they have(1)","fish they have"
"1","0","fish train(1)","fish train"
"1","0","fish train kit(1)","fish train kit"
"1","0","fish tray(1)","fish tray"
"1","0","fish treat dog(1)","fish treat dog"
"1","0","fish treat for dog(1)","fish treat for dog"
"1","0","fish treatment aquarium(1)","fish treatment aquarium"
"1","0","fish treat dog(1)","fish treat dog"
"1","0","fish tree(1)","fish tree"
"1","0","fish tropic fish(1)","fish tropic fish"
"1","0","fish tyre(1)","fish tyre"
"1","0","fish vet(1)","fish vet"
"1","0","fish wafer(1)","fish wafer"
"1","0","fish water(1)","fish water"
"1","0","fish water cleaner(1)","fish water cleaner"
"1","0","fish water filter(1)","fish water filter"
"1","0","fish water kit(1)","fish water kit"
"1","0","fish water test(1)","fish water test"
"1","0","fish water test(1)","fish water test"
"1","0","fish white spot(1)","fish white spot"
"1","0","fish worm(1)","fish worm"
"1","0","fishbox moon(1)","fishbox moon"
"1","0","fish food(1)","fish food"
"1","0","fishinstor(1)","fishinstor"
"1","0","fish4dog(1)","fish4dog"
"1","0","fish4dog salmon oil(1)","fish4dog salmon oil"
"1","0","fish4dog sea jerki(1)","fish4dog sea jerki"
"1","0","fish4opinion a4(1)","fish4opinion a4"
"1","0","fish4pet(1)","fish4pet"
"1","0","fish4puppi(1)","fish4puppi"
"1","0","fishank   backin(1)","fishank   backin"
"1","0","fisharefun(1)","fisharefun"
"1","0","fishbourn(1)","fishbourn"
"1","0","fishbowl(1)","fishbowl"
"1","0","fishbox 120(1)","fishbox 120"
"1","0","fishbox 64l(1)","fishbox 64l"
"1","0","fishbox led(1)","fishbox led"
"1","0","fishbox60(1)","fishbox60"
"1","0","fishbraid(1)","fishbraid"
"1","0","fishbtank(1)","fishbtank"
"1","0","fish tank sand(1)","fish tank sand"
"1","0","fisher(1)","fisher"
"1","0","fisherman daughter fish skin roll(1)","fisherman daughter fish skin roll"
"1","0","fisherman fishtank(1)","fisherman fishtank"
"1","0","fisherman daughter cod(1)","fisherman daughter cod"
"1","1","fisherman daughter fish and salmon(1)","fisherman daughter fish and salmon"
"1","0","fisherman daughter fish skin(1)","fisherman daughter fish skin"
"1","0","fisherman daughter salmon(1)","fisherman daughter salmon"
"1","1","fisherman finest(1)","fisherman finest"
"1","0","fisherman food(1)","fisherman food"
"1","1","fishermen finest(1)","fishermen finest"
"1","0","fishermong(1)","fishermong"
"1","1","fishermong finest(1)","fishermong finest"
"1","0","fisher(1)","fisher"
"1","0","fish pet(1)","fish pet"
"1","0","fishffordog(1)","fishffordog"
"1","0","fishflex(1)","fishflex"
"1","0","fishfood pellet(1)","fishfood pellet"
"1","0","fishforopinion(1)","fishforopinion"
"1","0","fishi(1)","fishi"
"1","0","fish aquarium(1)","fish aquarium"
"1","0","fish net(1)","fish net"
"1","0","fish tank(1)","fish tank"
"1","0","fish wire(1)","fish wire"
"1","0","fishi(1)","fishi"
"1","0","fishmang finest(1)","fishmang finest"
"1","0","fishmat(1)","fishmat"
"1","0","fishmeal(1)","fishmeal"
"1","0","fishmog(1)","fishmog"
"1","1","fishmon(1)","fishmon"
"1","0","fishmond finest(1)","fishmond finest"
"1","0","fishmon(1)","fishmon"
"1","1","fishmong puppi(1)","fishmong puppi"
"1","0","fishmong senior(1)","fishmong senior"
"1","0","fishmong treat(1)","fishmong treat"
"1","0","fishmong(1)","fishmong"
"1","0","fishmong 10kg(1)","fishmong 10kg"
"1","0","fishmong dri dog food(1)","fishmong dri dog food"
"1","0","fishmong finest adult(1)","fishmong finest adult"
"1","0","fishmong finest do food(1)","fishmong finest do food"
"1","0","fishmong finest dog(1)","fishmong finest dog"
"1","1","fishmong finest fish and potato(1)","fishmong finest fish and potato"
"1","0","fishmong finest for dog(1)","fishmong finest for dog"
"1","1","fishmong finest meati fish(1)","fishmong finest meati fish"
"1","0","fishmong finest salmon and potato(1)","fishmong finest salmon and potato"
"1","0","fishmong finest senior dog food(1)","fishmong finest senior dog food"
"1","0","fishmong finest sensit(1)","fishmong finest sensit"
"1","0","fishmong finest tray(1)","fishmong finest tray"
"1","0","fishmong finest(1)","fishmong finest"
"1","0","fishmong puppi 15kg(1)","fishmong puppi 15kg"
"1","0","fishmong salmon potato(1)","fishmong salmon potato"
"1","0","fishmong salmon senior(1)","fishmong salmon senior"
"1","0","fishmong senior dog(1)","fishmong senior dog"
"1","0","fishmong small breed(1)","fishmong small breed"
"1","0","fishmong tray(1)","fishmong tray"
"1","0","fishmonk finest(1)","fishmonk finest"
"1","0","fishmox(1)","fishmox"
"1","0","fishmtank(1)","fishmtank"
"1","0","fishntank(1)","fishntank"
"1","0","fishpod 120(1)","fishpod 120"
"1","0","fishpod mini moon led(1)","fishpod mini moon led"
"1","0","fishpod pump(1)","fishpod pump"
"1","0","fishpond moon(1)","fishpond moon"
"1","0","fishpump(1)","fishpump"
"1","0","fishrfunfiltermedia(1)","fishrfunfiltermedia"
"1","0","fishrfunfiltermedia filtermedia2(1)","fishrfunfiltermedia filtermedia2"
"1","0","fish(1)","fish"
"1","0","fish tank(1)","fish tank"
"1","0","fishtail oump(1)","fishtail oump"
"1","0","fishtail pump(1)","fishtail pump"
"1","0","fishtank light(1)","fishtank light"
"1","0","fishtank light bulb(1)","fishtank light bulb"
"1","0","fishtank plant(1)","fishtank plant"
"1","0","fishtank sand(1)","fishtank sand"
"1","0","fishtank spongebob(1)","fishtank spongebob"
"1","0","fishtankfilt(1)","fishtankfilt"
"1","0","fishtankfiltrationpump(1)","fishtankfiltrationpump"
"1","0","fishtankstand(1)","fishtankstand"
"1","0","fishtanl(1)","fishtanl"
"1","0","fishtanl stand(1)","fishtanl stand"
"1","1","fishteat(1)","fishteat"
"1","0","fishtsnkd(1)","fishtsnkd"
"1","0","fishxbox(1)","fishxbox"
"1","0","fishi(1)","fishi"
"1","1","fishi nibbl dog(1)","fishi nibbl dog"
"1","0","fishi treat for  dog(1)","fishi treat for  dog"
"1","1","fishypoallergen(1)","fishypoallergen"
"1","0","fishi(1)","fishi"
"1","0","fisk(1)","fisk"
"1","0","fismong finest(1)","fismong finest"
"1","0","fisrma fnest(1)","fisrma fnest"
"1","0","fissh(1)","fissh"
"1","0","fist(1)","fist"
"1","1","fit 32 cat food(1)","fit 32 cat food"
"1","0","fit 32 royal canin(1)","fit 32 royal canin"
"1","1","fit cat royal canin(1)","fit cat royal canin"
"1","0","fitch(1)","fitch"
"1","0","fiter(1)","fiter"
"1","0","fiter pump(1)","fiter pump"
"1","0","fiter spongo(1)","fiter spongo"
"1","0","fiter(1)","fiter"
"1","0","fitmin(1)","fitmin"
"1","0","fit onlin(1)","fit onlin"
"1","0","fiwh(1)","fiwh"
"1","0","fixtur(1)","fixtur"
"1","0","fiy saucer(1)","fiy saucer"
"1","0","fizh(1)","fizh"
"1","0","fizzion(1)","fizzion"
"1","0","fk28pi(1)","fk28pi"
"1","0","fkw(1)","fkw"
"1","0","fl ea(1)","fl ea"
"1","0","fla(1)","fla"
"1","0","flactuanc tablet(1)","flactuanc tablet"
"1","0","flagil(1)","flagil"
"1","0","flah coolar(1)","flah coolar"
"1","0","flake food(1)","flake food"
"1","0","flake food love(1)","flake food love"
