"Visits_sum","Orders_Sum","WordsOfStem_Visits"
"1","0","hill scienc  plan wet  dog food(1)"
"1","0","hill scienc  plan wet  puppi  food(1)"
"1","0","hill scienc 10 kg(1)"
"1","0","hill scienc 10kg(1)"
"1","0","hill scienc 11kg(1)"
"1","0","hill scienc activ(1)"
"1","0","hill scienc activ matur 12kg(1)"
"1","0","hill scienc adult cat(1)"
"1","0","hill scienc adult food(1)"
"1","0","hill scienc adult longev food(1)"
"1","1","hill scienc adult senior light(1)"
"1","0","hill scienc advanc fit(1)"
"1","0","hill scienc advanc fit chicken(1)"
"1","0","hill scienc advanc fit larg breed(1)"
"1","0","hill scienc can of dog food(1)"
"1","1","hill scienc canin(1)"
"1","0","hill scienc canin adult sensit(1)"
"1","0","hill scienc canin matur(1)"
"1","1","hill scienc canin matur adult light(1)"
"1","1","hill scienc canin medium(1)"
"1","1","hill scienc canin medium 7(1)"
"1","0","hill scienc cat dri food(1)"
"1","0","hill scienc cat food for senior cat(1)"
"1","0","hill scienc cat matur chicken light(1)"
"1","0","hill scienc cat optim care(1)"
"1","1","hill scienc cat oral care(1)"
"1","0","hill scienc cat pouch(1)"
"1","0","hill scienc chicken  for puppi(1)"
"1","0","hill scienc chicken 15kg(1)"
"1","0","hill scienc dog larg breed(1)"
"1","1","hill scienc dog light(1)"
"1","0","hill scienc dog tin food(1)"
"1","0","hill scienc dri dog food(1)"
"1","0","hill scienc dri food(1)"
"1","0","hill scienc felin adult chicken(1)"
"1","0","hill scienc felin hairbal(1)"
"1","0","hill scienc felin lamb 10kg(1)"
"1","0","hill scienc felin matur(1)"
"1","0","hill scienc felin oral(1)"
"1","0","hill scienc felin senior(1)"
"1","0","hill scienc for cat(1)"
"1","0","hill scienc for kitten(1)"
"1","0","hill scienc hairbal(1)"
"1","0","hill scienc indoor cat food(1)"
"1","0","hill scienc kitten dri(1)"
"1","0","hill scienc kitten food(1)"
"1","0","hill scienc larg breed(1)"
"1","0","hill scienc larg breed  puppi(1)"
"1","0","hill scienc larg breed light(1)"
"1","0","hill scienc larg breed puppi food(1)"
"1","1","hill scienc matur adult light(1)"
"1","0","hill scienc matur adult with chicken(1)"
"1","0","hill scienc matur chicken(1)"
"1","0","hill scienc matur light(1)"
"1","0","hill scienc matur senior(1)"
"1","0","hill scienc me(1)"
"1","0","hill scienc mobil(1)"
"1","0","hill scienc neuter(1)"
"1","0","hill scienc optim(1)"
"1","1","hill scienc optim care 10kg(1)"
"1","1","hill scienc optim care chicken(1)"
"1","0","hill scienc optim care chicken 10kg(1)"
"1","0","hill scienc optim care rabbit(1)"
"1","0","hill scienc oral(1)"
"1","0","hill scienc oral care(1)"
"1","0","hill scienc oral for dog(1)"
"1","0","hill scienc plan  chicken(1)"
"1","0","hill scienc plan  dog adult(1)"
"1","0","hill scienc plan  dog food(1)"
"1","0","hill scienc plan  light(1)"
"1","0","hill scienc plan  puppi food 12kg(1)"
"1","0","hill scienc plan 10kg(1)"
"1","1","hill scienc plan 10kg matur cat(1)"
"1","0","hill scienc plan 11(1)"
"1","0","hill scienc plan 11(1)"
"1","0","hill scienc plan 15kg(1)"
"1","0","hill scienc plan 7(1)"
"1","0","hill scienc plan 7 light(1)"
"1","0","hill scienc plan 7 medium(1)"
"1","1","hill scienc plan activ(1)"
"1","1","hill scienc plan activ chicken(1)"
"1","0","hill scienc plan activ longev(1)"
"1","0","hill scienc plan activ longev matur cat food(1)"
"1","0","hill scienc plan activ longev matur cat with chicken(1)"
"1","0","hill scienc plan adult advanc fit(1)"
"1","0","hill scienc plan adult cat(1)"
"1","0","hill scienc plan adult cat chicken(1)"
"1","0","hill scienc plan adult cat optim care(1)"
"1","1","hill scienc plan adult chicken(1)"
"1","1","hill scienc plan adult chicken tin(1)"
"1","0","hill scienc plan adult dog(1)"
"1","0","hill scienc plan adult dog food(1)"
"1","0","hill scienc plan adult dog food tin with savouri chicken(1)"
"1","0","hill scienc plan adult dog light 12kg(1)"
"1","1","hill scienc plan adult larg breed chicken(1)"
"1","0","hill scienc plan adult larg breed chicken dog food(1)"
"1","0","hill scienc plan adult larg breed dog(1)"
"1","0","hill scienc plan adult light cat chicken(1)"
"1","0","hill scienc plan adult light tuna(1)"
"1","0","hill scienc plan adult medium(1)"
"1","0","hill scienc plan adult mini longev(1)"
"1","0","hill scienc plan adult optim care(1)"
"1","1","hill scienc plan adult oral care(1)"
"1","0","hill scienc plan adult perfect weight(1)"
"1","0","hill scienc plan adult sensit dog food(1)"
"1","1","hill scienc plan adult sensit skin(1)"
"1","0","hill scienc plan advanc fit(1)"
"1","0","hill scienc plan advanc(1)"
"1","0","hill scienc plan advanc fit larg breed adult dog food(1)"
"1","0","hill scienc plan advanc nutrit(1)"
"1","1","hill scienc plan beef(1)"
"1","0","hill scienc plan canin adult healthi mobil medium(1)"
"1","0","hill scienc plan canin adult matur light(1)"
"1","0","hill scienc plan canin adult medium chicken 25kg(1)"
"1","1","hill scienc plan canin adult mini light(1)"
"1","1","hill scienc plan canin adult oral care chicken(1)"
"1","1","hill scienc plan canin adult perform 12kg(1)"
"1","1","hill scienc plan canin adult sensit skin(1)"
"1","1","hill scienc plan canin adult sensit stomach(1)"
"1","0","hill scienc plan canin advanc fit(1)"
"1","0","hill scienc plan canin advanc fit adult chicken(1)"
"1","1","hill scienc plan canin matur adult 5 activ longev larg(1)"
"1","1","hill scienc plan canin matur adult 7 activ longev mini(1)"
"1","1","hill scienc plan canin matur mini light(1)"
"1","0","hill scienc plan cat adult optim care(1)"
"1","0","hill scienc plan cat adult optim care rabbit(1)"
"1","1","hill scienc plan cat food pouch(1)"
"1","0","hill scienc plan cat food wet(1)"
"1","0","hill scienc plan cat matur adult(1)"
"1","0","hill scienc plan cat neuter(1)"
"1","0","hill scienc plan cat neuter matur(1)"
"1","0","hill scienc plan cat pouch(1)"
"1","0","hill scienc plan cat senior(1)"
"1","0","hill scienc plan cat sterilis pouch(1)"
"1","0","hill scienc plan cat tuna(1)"
"1","0","hill scienc plan cat wet(1)"
"1","1","hill scienc plan cat chicken(1)"
"1","0","hill scienc plan cat dri food(1)"
"1","0","hill scienc plan cat rabbit(1)"
"1","0","hill scienc plan chicken advanc(1)"
"1","1","hill scienc plan chicken and rice(1)"
"1","0","hill scienc plan chicken canin(1)"
"1","0","hill scienc plan chicken for dog(1)"
"1","1","hill scienc plan chicken matur adult(1)"
"1","0","hill scienc plan dog adult food(1)"
"1","1","hill scienc plan dog chicken(1)"
"1","0","hill scienc plan dog food adult perfect weight(1)"
"1","0","hill scienc plan dog food light(1)"
"1","1","hill scienc plan dog lamb(1)"
"1","0","hill scienc plan dog light(1)"
"1","0","hill scienc plan dog matur adult(1)"
"1","0","hill scienc plan dog matur light(1)"
"1","1","hill scienc plan dog sensit stomach(1)"
"1","0","hill scienc plan dri dog food(1)"
"1","0","hill scienc plan dri dog(1)"
"1","0","hill scienc plan dri food for dog(1)"
"1","1","hill scienc plan dri food for young adult cat(1)"
"1","0","hill scienc plan essenti(1)"
"1","0","hill scienc plan felin 10 kg(1)"
"1","1","hill scienc plan felin 12x85g pouch(1)"
"1","1","hill scienc plan felin adult hairbal control chicken(1)"
"1","0","hill scienc plan felin adult multi pack(1)"
"1","0","hill scienc plan felin adult optim care(1)"
"1","0","hill scienc plan felin adult oral care(1)"
"1","1","hill scienc plan felin adult oral care chicken 250gm(1)"
"1","0","hill scienc plan felin adult poultri select multi pack 12x(1)"
"1","1","hill scienc plan felin adult sensit skin chicken(1)"
"1","0","hill scienc plan felin adult sterilis(1)"
"1","1","hill scienc plan felin adult urinari(1)"
"1","0","hill scienc plan felin adult with chicken(1)"
"1","0","hill scienc plan felin healthi(1)"
"1","0","hill scienc plan felin healthi age senior with chicken(1)"
"1","0","hill scienc plan felin kitten(1)"
"1","0","hill scienc plan felin kitten fish select multi pack 12x85(1)"
"1","0","hill scienc plan felin kitten poultri select multi pack 12(1)"
"1","0","hill scienc plan felin light(1)"
"1","1","hill scienc plan felin light adult cat food(1)"
"1","0","hill scienc plan felin light adult chicken(1)"
"1","1","hill scienc plan felin matur adult activ longev chicken(1)"
"1","0","hill scienc plan felin matur adult fish select multi pack(1)"
"1","1","hill scienc plan felin matur light with chicken 5kg(1)"
"1","0","hill scienc plan felin optim(1)"
"1","0","hill scienc plan felin optim care(1)"
"1","0","hill scienc plan felin optim care adult tuna(1)"
"1","1","hill scienc plan felin oral(1)"
"1","0","hill scienc plan felin senior(1)"
"1","0","hill scienc plan felin sensit skin(1)"
"1","0","hill scienc plan felin sensit stomach(1)"
"1","0","hill scienc plan felin wet(1)"
"1","0","hill scienc plan for dog(1)"
"1","1","hill scienc plan for dog(1)"
"1","0","hill scienc plan for matur cat(1)"
"1","0","hill scienc plan for puppi 3 kg(1)"
"1","0","hill scienc plan for puppi for puppi(1)"
"1","0","hill scienc plan for puppi(1)"
"1","1","hill scienc plan for sensit skin(1)"
"1","0","hill scienc plan for small puppi(1)"
"1","0","hill scienc plan healthi age cat(1)"
"1","0","hill scienc plan healthi age cat food(1)"
"1","1","hill scienc plan healthi develop puppi food with chicken(1)"
"1","1","hill scienc plan healthi develop puppi food with lamb and(1)"
"1","1","hill scienc plan indoor(1)"
"1","0","hill scienc plan indoor adult cat food(1)"
"1","1","hill scienc plan indoor adult cat food with chicken(1)"
"1","1","hill scienc plan indoor cat(1)"
"1","0","hill scienc plan indoor cat food(1)"
"1","1","hill scienc plan kitten 10kg(1)"
"1","1","hill scienc plan lamb cat food(1)"
"1","1","hill scienc plan larg(1)"
"1","0","hill scienc plan larg breed advanc fit(1)"
"1","1","hill scienc plan larg breed chicken 12 kg(1)"
"1","0","hill scienc plan larg breed puppi(1)"
"1","0","hill scienc plan larg puppi(1)"
"1","0","hill scienc plan light 12kg(1)"
"1","0","hill scienc plan light 7(1)"
"1","0","hill scienc plan light adult(1)"
"1","0","hill scienc plan light adult cat food(1)"
"1","0","hill scienc plan light adult cat food with chicken(1)"
"1","1","hill scienc plan light adult cat food with tuna(1)"
"1","1","hill scienc plan light adult dog food with chicken 12kg(1)"
"1","0","hill scienc plan light canin(1)"
"1","0","hill scienc plan light canin(1)"
"1","0","hill scienc plan light cat wet(1)"
"1","0","hill scienc plan light chicken(1)"
"1","1","hill scienc plan light chicken adult(1)"
"1","1","hill scienc plan light dog adult(1)"
"1","1","hill scienc plan light dog food(1)"
"1","0","hill scienc plan light dog(1)"
"1","0","hill scienc plan light for dog(1)"
"1","0","hill scienc plan light larg breed(1)"
"1","1","hill scienc plan light larg breed adult dog food with chicken(1)"
"1","1","hill scienc plan light matur dog food with chicken 12kg(1)"
"1","0","hill scienc plan light pouch(1)"
"1","0","hill scienc plan light pouch chicken(1)"
"1","0","hill scienc plan light senior(1)"
"1","0","hill scienc plan light senior cat(1)"
"1","1","hill scienc plan light senior cat food with chicken 15kg web(1)"
"1","1","hill scienc plan light weight adult chicken(1)"
"1","0","hill scienc plan matur longev(1)"
"1","0","hill scienc plan matur 7(1)"
"1","0","hill scienc plan matur adult light(1)"
"1","0","hill scienc plan matur adult mini chicken(1)"
"1","1","hill scienc plan matur chicken(1)"
"1","0","hill scienc plan matur dog light(1)"
"1","1","hill scienc plan matur hairbal(1)"
"1","0","hill scienc plan matur light(1)"
"1","0","hill scienc plan matur light 12kg(1)"
"1","1","hill scienc plan matur turkey(1)"
"1","0","hill scienc plan medium chicken(1)"
"1","0","hill scienc plan mini(1)"
"1","1","hill scienc plan mini puppi chicken(1)"
"1","0","hill scienc plan neuter cat(1)"
"1","0","hill scienc plan optim  adult cat chicken(1)"
"1","0","hill scienc plan optim  cat chicken(1)"
"1","0","hill scienc plan optim care adult cat  10kg(1)"
"1","1","hill scienc plan optim care adult cat food(1)"
"1","0","hill scienc plan optim care adult cat food with chicken(1)"
"1","1","hill scienc plan optim care cat chicken(1)"
"1","1","hill scienc plan optim care chicken(1)"
"1","0","hill scienc plan optim cat(1)"
"1","0","hill scienc plan optim cat 10kg(1)"
"1","0","hill scienc plan optim cat 5kg(1)"
"1","0","hill scienc plan oral(1)"
"1","0","hill scienc plan oral cat food(1)"
"1","0","hill scienc plan perfect weight dog food(1)"
"1","0","hill scienc plan puppi(1)"
"1","0","hill scienc plan puppi 11kg(1)"
"1","0","hill scienc plan puppi food 12kg(1)"
"1","0","hill scienc plan puppi healthi develop(1)"
"1","0","hill scienc plan puppi healthi develop medium breed chicken(1)"
"1","0","hill scienc plan puppi healthi develop mini breed(1)"
"1","1","hill scienc plan puppi healthi develop mini chicken(1)"
"1","0","hill scienc plan puppi larg(1)"
"1","0","hill scienc plan puppi larg breed(1)"
"1","1","hill scienc plan puppi medium(1)"
"1","1","hill scienc plan puppi medium chicken(1)"
"1","0","hill scienc plan senior(1)"
"1","0","hill scienc plan senior  dri cat food(1)"
"1","0","hill scienc plan senior cat food(1)"
"1","0","hill scienc plan senior dri dog food(1)"
"1","1","hill scienc plan senior light dog(1)"
"1","0","hill scienc plan sensit skin 12kg(1)"
"1","1","hill scienc plan sensit skin adult(1)"
"1","0","hill scienc plan sensit skin canin(1)"
"1","0","hill scienc plan sensit stomach dog(1)"
"1","0","hill scienc plan sensit stomach for cat(1)"
"1","0","hill scienc plan skin(1)"
"1","0","hill scienc plan small and miniatur(1)"
"1","0","hill scienc plan small breed food(1)"
"1","0","hill scienc plan sterilis cat(1)"
"1","0","hill scienc plan tin dog food(1)"
"1","0","hill scienc plan tin(1)"
"1","0","hill scienc plan tuna dog food(1)"
"1","0","hill scienc plan vet essenti cat young adult(1)"
"1","0","hill scienc plan vet essenti kitten chicken(1)"
"1","1","hill scienc plan vet essenti larg breed puppi(1)"
"1","1","hill scienc plan vet essenti puppi chicken web exclus(1)"
"1","1","hill scienc plan vet essenti young adult cat(1)"
"1","0","hill scienc plan vet essenti young adult neuter cat(1)"
"1","0","hill scienc plan wet(1)"
"1","0","hill scienc plan young  sterilis cat(1)"
"1","1","hill scienc plan young adult cat sterilis(1)"
"1","0","hill scienc plancanin(1)"
"1","0","hill scienc plandog(1)"
"1","0","hill scienc puppi food(1)"
"1","0","hill scienc puppi tin(1)"
"1","0","hill scienc puppi wet food(1)"
"1","0","hill scienc senior 12 kg(1)"
"1","0","hill scienc senior dog(1)"
"1","0","hill scienc sensit cat(1)"
"1","1","hill scienc sensit skin(1)"
"1","0","hill scienc sensit stomach(1)"
"1","1","hill scienc sensit stomach dog 3kg(1)"
"1","1","hill scienc tin(1)"
"1","0","hill scienc urinari(1)"
"1","1","hill scienc vet essenti puppi(1)"
"1","0","hill scienc wet cat(1)"
"1","0","hill scienc wet food(1)"
"1","0","hill sd crystal(1)"
"1","0","hill select(1)"
"1","0","hill senior cat food(1)"
"1","0","hill senior diet(1)"
"1","0","hill senior dog food(1)"
"1","0","hill senior dri(1)"
"1","0","hill senior felin(1)"
"1","0","hill senior food(1)"
"1","0","hill senior foodhil ideal balanc senior(1)"
"1","0","hill senior light dog food(1)"
"1","1","hill senior light felin(1)"
"1","1","hill sensit 12kg(1)"
"1","0","hill sensit cat(1)"
"1","0","hill sensit dri food(1)"
"1","0","hill sensit stomach adult dog(1)"
"1","0","hill sensit stomach cat(1)"
"1","0","hill sensit stomach for dog(1)"
"1","0","hill sensit stomach(1)"
"1","0","hill sensit(1)"
"1","0","hill sensit canin dri food(1)"
"1","0","hill sensit dri food(1)"
"1","0","hill small(1)"
"1","0","hill small and miniatur(1)"
"1","0","hill small breed(1)"
"1","0","hill small dog(1)"
"1","0","hill small dog food(1)"
"1","1","hill sterilis 3kg(1)"
"1","0","hill sterilis cat(1)"
"1","0","hill stomach(1)"
"1","0","hill stress(1)"
"1","0","hill td canin(1)"
"1","0","hill td canin(1)"
"1","1","hill td canin dental(1)"
"1","0","hill td cat(1)"
"1","0","hill td felin dental(1)"
"1","0","hill td felin oral(1)"
"1","0","hill td oral felin(1)"
"1","1","hill thyroid(1)"
"1","1","hill tin food(1)"
"1","0","hill tin(1)"
"1","0","hill tin dog food(1)"
"1","0","hill tin(1)"
"1","0","hill tin dog food(1)"
"1","1","hill treat cat(1)"
"1","0","hill tuna(1)"
"1","0","hill tuna cat(1)"
"1","0","hill u d(1)"
"1","1","hill ud canin food(1)"
"1","0","hill ud dog food(1)"
"1","0","hill ud prescript diet canin(1)"
"1","0","hill ud dog food(1)"
"1","1","hill ultra dog(1)"
"1","1","hill ultra zd(1)"
"1","0","hill urinari  felin(1)"
"1","1","hill urinari canin(1)"
"1","0","hill urinari care multicar cd(1)"
"1","0","hill urinari cat(1)"
"1","0","hill urinari cat dri(1)"
"1","1","hill urinari dri(1)"
"1","0","hill urinari health hairbal(1)"
"1","1","hill urinari pouch(1)"
"1","0","hill urinari tract care(1)"
"1","0","hill venison prescript(1)"
"1","1","hill vet  adult(1)"
"1","0","hill vet essenti dog(1)"
"1","0","hill vet essenti dog(1)"
"1","1","hill vet essenti larg breed puppi(1)"
"1","0","hill vet essenti matur adult sterilis cat(1)"
"1","0","hill vet essenti puppi(1)"
"1","0","hill vet essenti senior cat(1)"
"1","0","hill vet essenti young adult cat(1)"
"1","0","hill vet essenti young adult chicken(1)"
"1","0","hill vet essenti(1)"
"1","1","hill vet essenti puppi mini(1)"
"1","1","hill w d(1)"
"1","1","hill wd canin(1)"
"1","0","hill wd canin 12kg(1)"
"1","0","hill wd dri dog food(1)"
"1","0","hill wd dri dog food 12kg(1)"
"1","0","hill wd dri food(1)"
"1","1","hill wd prescript diet(1)"
"1","0","hill wd 12 kg(1)"
"1","0","hill wd canin(1)"
"1","0","hill wd canin dog food(1)"
"1","0","hill wd dri dog food(1)"
"1","0","hill wd prescript(1)"
"1","0","hill weight control food(1)"
"1","0","hill weight control food for dog(1)"
"1","0","hill weight loss dog food(1)"
"1","0","hill weight urinari care(1)"
"1","1","hill wet cat cd(1)"
"1","0","hill wet felin urinari(1)"
"1","1","hill wet food dog(1)"
"1","0","hill wet food for puppi(1)"
"1","0","hill wet food(1)"
"1","1","hill wet kd(1)"
"1","0","hill wet urinari(1)"
"1","0","hill work dog food(1)"
"1","0","hill y d(1)"
"1","1","hill yd cat(1)"
"1","0","hill yd felin(1)"
"1","0","hill yd diet(1)"
"1","0","hill young cat food(1)"
"1","1","hill young neuter  cat(1)"
"1","0","hill z(1)"
"1","1","hill z d felin(1)"
"1","1","hill zd(1)"
"1","0","hill zd 10kg(1)"
"1","0","hill zd can(1)"
"1","0","hill zd canin mini(1)"
"1","0","hill zd cat food(1)"
"1","1","hill zd cat(1)"
"1","1","hill zd diet(1)"
"1","1","hill zd dog(1)"
"1","0","hill zd felin food(1)"
"1","0","hill zd food for cat(1)"
"1","0","hill zd ultra canin(1)"
"1","1","hill zd ultra felin(1)"
"1","1","hill zd canin(1)"
"1","0","hill zd canin prescript dog food(1)"
"1","0","hill zd cat(1)"
"1","0","hill zd dog food(1)"
"1","0","hill zd for cat(1)"
"1","1","hill zd prescript(1)"
"1","1","hill zd prescript diet dog food(1)"
"1","1","hillsscienceplanpuppi(1)"
"1","0","hills12kg metabol(1)"
"1","0","hillsad(1)"
"1","0","hillsadult chunk(1)"
"1","1","hillscd(1)"
"1","0","hillsdd(1)"
"1","0","hillsdogfood(1)"
"1","0","hillshealthymobl(1)"
"1","1","hillsid metabol(1)"
"1","0","hillsjd(1)"
"1","0","hillskd(1)"
"1","0","hillskd 12kg(1)"
"1","0","hillsmetabolicmobl(1)"
"1","1","hillsmobl(1)"
"1","1","hillsprescript diet(1)"
"1","1","hillsrd(1)"
"1","1","hillswd(1)"
"1","0","hill food for cat(1)"
"1","0","hill for cat(1)"
"1","0","hil(1)"
"1","0","hil mobilti(1)"
"1","1","hil wd(1)"
"1","0","hilti(1)"
"1","0","hilti(1)"
"1","0","hinc(1)"
"1","0","hingi(1)"
"1","0","hing(1)"
"1","0","hip and joint(1)"
"1","1","hip and joint chew(1)"
"1","1","hip and joint chewseyebwio(1)"
"1","0","hip and jointtt(1)"
"1","0","hipoallergen(1)"
"1","0","hippo(1)"
"1","0","hiraki(1)"
"1","0","hirs(1)"
"1","0","his vis coat for dog(1)"
"1","0","hiss cockroach(1)"
"1","1","histori dog(1)"
"1","0","hiter(1)"
"1","0","hiutch(1)"
"1","0","hive(1)"
"1","0","hlls(1)"
"1","0","hlls cd(1)"
"1","0","hmaster hideout(1)"
"1","0","hmaster ig loo(1)"
"1","0","hnhmu(1)"
"1","0","ho ho bow tie(1)"
"1","0","ho ho hoodi(1)"
"1","0","ho honio(1)"
"1","0","ho hoodi(1)"
"1","0","hob(1)"
"1","0","hobbi(1)"
"1","0","hobbi corner cave(1)"
"1","0","hobbydog(1)"
"1","0","hob(1)"
"1","0","hocage(1)"
"1","0","hoddi(1)"
"1","0","hodgehog(1)"
"1","0","hoe(1)"
"1","0","hogilo(1)"
"1","0","hogmos(1)"
"1","0","hog(1)"
"1","0","hohoho bow tie(1)"
"1","0","hoist(1)"
"1","1","holw(1)"
"1","0","hold(1)"
"1","1","hold it(1)"
"1","0","holder for treat(1)"
"1","0","holeerol(1)"
"1","1","holesom fruit and veg by pet brand(1)"
"1","0","holesom fruit veg(1)"
"1","0","holesom rep disc(1)"
"1","0","holiday block(1)"
"1","0","holiday cottag(1)"
"1","0","holiday cottag holiday(1)"
"1","0","holiday cottag pet(1)"
"1","0","holiday feeder(1)"
"1","0","holiday food(1)"
"1","1","holiday food tetra(1)"
"1","0","holidaycottagescouk(1)"
"1","0","holist dog(1)"
"1","1","holli(1)"
"1","0","holl(1)"
"1","0","holl tripe(1)"
"1","0","hollingd(1)"
"1","0","holl beef hide(1)"
"1","0","holl beef jerki(1)"
"1","0","holl bone(1)"
"1","1","holl christma festiv(1)"
"1","1","holl christma turkey(1)"
"1","0","holl dog(1)"
"1","0","holl dog treat christma(1)"
"1","0","holl dog treat christma festiv bag(1)"
"1","0","holl liver(1)"
"1","0","holl oxtail(1)"
"1","0","holl(1)"
"1","0","hollingsoxtail(1)"
"1","0","hollingsworth sausag(1)"
"1","0","hollin(1)"
"1","1","holll(1)"
"1","0","hollow ball(1)"
"1","0","hollow bone(1)"
"1","0","hollow stick(1)"
"1","0","hollow toy(1)"
"1","2","holl(1)"
"1","1","holli(1)"
"1","1","holograph paw christma(1)"
"1","0","holt(1)"
"1","0","holttre(1)"
"1","1","holi(1)"
"1","0","holyhead(1)"
"1","0","home 40(1)"
"1","0","home blitz fumig(1)"
"1","0","home cage for rabbit(1)"
"1","0","home flea fogger(1)"
"1","0","home flea killer(1)"
"1","0","home flea treatment(1)"
"1","0","home flea(1)"
"1","0","home for hamster(1)"
"1","0","home for pet(1)"
"1","0","home for small pet(1)"
"1","0","home guard(1)"
"1","0","home made(1)"
"1","0","home pet(1)"
"1","1","home powder(1)"
"1","0","home spray(1)"
"1","0","home wild bird food 1275kg(1)"
"1","0","homeheart(1)"
"1","0","homemad(1)"
"1","0","homeopathi(1)"
"1","0","homeopat(1)"
"1","0","homeopet dog(1)"
"1","2","homeopet dog anxieti relief 15ml(1)"
"1","1","homeopet leak no more(1)"
"1","1","homeopet no leak(1)"
"1","0","homer(1)"
"1","0","homer hedgehog onlin(1)"
"1","0","home for beard dragon(1)"
"1","0","homezohamstersn(1)"
"1","0","homezonecag(1)"
"1","0","homezonhamst cages(1)"
"1","0","homopet(1)"
"1","0","homopet anxieti releif(1)"
"1","0","homopet cough(1)"
"1","0","hondrocan(1)"
"1","0","honest(1)"
"1","0","honey and hopper(1)"
"1","0","honey bell(1)"
"1","0","honey drop(1)"
"1","0","honey heal(1)"
"1","0","honey stick 2 pack(1)"
"1","1","honey treat(1)"
"1","0","honey treat stick(1)"
"1","0","honey treat guinea pig(1)"
"1","0","honeychop high fibr(1)"
"1","0","honeystick(1)"
"1","0","honk bird dog(1)"
"1","0","honk hedgehog(1)"
"1","0","hoob(1)"
"1","0","hood condsat(1)"
"1","0","hood loo(1)"
"1","0","hood cat litter tray(1)"
"1","0","hood  cat bed(1)"
"1","0","hood cat litter tray(1)"
"1","0","hood catlitt tray(1)"
"1","0","hood coat dog(1)"
"1","0","hood dog coat(1)"
"1","0","hood dog jumper(1)"
"1","0","hood litter tray larg(1)"
"1","0","hood litteri(1)"
"1","0","hood pet bed(1)"
"1","0","hood t(1)"
"1","0","hoodi den(1)"
"1","0","hoodi dog(1)"
"1","0","hoodi dog hoodi(1)"
"1","0","hoodi har(1)"
"1","0","hoodi(1)"
"1","0","hoodi dog jumper(1)"
"1","0","hoodi for dog medium(1)"
"1","0","hood(1)"
"1","0","hoodi bed small anim(1)"
"1","0","hoodi bed small anim(1)"
"1","0","hoodi bed(1)"
"1","0","hoof altern(1)"
"1","0","hoof chew(1)"
"1","1","hoof oil(1)"
"1","0","hooh(1)"
"1","0","hook(1)"
"1","0","hooof(1)"
"1","0","hooofshoof(1)"
"1","1","hoop toy(1)"
"1","0","hoop(1)"
"1","0","hoot n toot dog toy(1)"
"1","0","hooter(1)"
"1","0","hoot(1)"
"1","0","hoov(1)"
"1","0","hoover(1)"
"1","0","hooveslay pellet(1)"
"1","0","hopper dog toy(1)"
"1","0","hopper gutload locust(1)"
"1","0","hopper home(1)"
"1","0","hopper kit(1)"
"1","0","hor(1)"
"1","0","hore(1)"
"1","0","hormon(1)"
"1","0","horn small(1)"
"1","0","horn(1)"
"1","0","horn frog(1)"
"1","1","hor(1)"
"1","0","hornworm(1)"
"1","0","horrsi(1)"
"1","0","hor s(1)"
"1","0","hors feed(1)"
"1","0","hors honeychop high(1)"
"1","0","horsefield(1)"
"1","0","horsenfood(1)"
"1","1","horsham(1)"
"1","0","horsiss(1)"
"1","0","horthorn lodg(1)"
"1","0","horwich(1)"
"1","0","hose joiner(1)"
"1","0","hose kit(1)"
"1","0","hose pipe(1)"
"1","0","hose(1)"
"1","0","hosu(1)"
"1","0","hot dog coat(1)"
"1","0","hot pink(1)"
"1","0","hot pink dog collar(1)"
"1","0","hot pink dog lead(1)"
"1","1","hot pink spotti(1)"
"1","0","hot rock(1)"
"1","1","hot spot(1)"
"1","0","hot waheat padster hottl(1)"
"1","0","hot waterbottl(1)"
"1","0","hot weather(1)"
"1","0","hotel bomber(1)"
"1","0","hotel doggi blue coat(1)"
"1","0","hotel doggi coat(1)"
"1","0","hotel doggi dog(1)"
"1","0","hotel doggi polar fleec polyfil zipper dog outwear(1)"
"1","0","hotel doggi quilt(1)"
"1","0","hotel doggi quilt hood jacket dog coat(1)"
"1","0","hotel doggi vest(1)"
"1","0","hoteldoggi rainwear(1)"
"1","0","hoteldoggi rainwear(1)"
"1","0","hotterdog(1)"
"1","0","hound coat(1)"
"1","0","hound glove(1)"
"1","0","hounda(1)"
"1","0","houndstooth(1)"
"1","0","hours(1)"
"1","0","hous bed(1)"
"1","0","hous cat(1)"
"1","0","hous flea and tick spray(1)"
"1","0","hous flea(1)"
"1","0","hous flea treatment(1)"
"1","0","hous flee spray(1)"
"1","0","hous for a hamster(1)"
"1","0","hous for dog(1)"
"1","0","hous for hampter(1)"
"1","0","hous for pet(1)"
"1","0","hous guinea pig(1)"
"1","0","hous of paw 2 in 1 cream cat bowl onlin exclus(1)"
"1","0","hous of paw arctic snuggl dog bed(1)"
"1","0","hous of paw bed(1)"
"1","0","hous of paw cat bed(1)"
"1","0","hous of paw condition(1)"
"1","0","hous of paw dog bed(1)"
"1","0","hous of paw dog bed(1)"
"1","0","hous of paw dog toy(1)"
"1","1","hous of paw hare(1)"
"1","0","hous of paw raincoat(1)"
"1","0","hous of paw shampoo(1)"
"1","0","hous pet(1)"
"1","0","hous pig(1)"
"1","0","hous small anim(1)"
"1","0","hous train aid(1)"
"1","0","hous train pad(1)"
"1","0","hous train pad puppi(1)"
"1","0","hous treatment(1)"
"1","0","hous treatment for flea(1)"
"1","1","housecat chicken(1)"
"1","0","house(1)"
